name,parent_name,common_point_x,common_point_y,common_point_z,common_point_parent_x,common_point_parent_y,common_point_parent_z,notes,tx,ty,tz,rotation,scale,reg_metric
LADAF-2020-27_lung_left_VOI-03b-interlobular-fissure_6.5um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,1282.0,2130.0,1110.0,3031.0,3000.0,3868.0,,2966.90399218003,2359.3877918482517,3578.2945879443546,-25.299840331313927,0.25917022498957715,-0.24333019614813148
LADAF-2020-27_lung_left_VOI-04-upper-lobe-medial_2.5um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,696.0,2020.0,1930.0,3690.0,2194.0,2560.0,,3714.476471967571,1982.5057659651186,2365.745422674405,-25.199964163423797,0.09968074757885138,-0.12821186245523236
LADAF-2020-27_lung_left_VOI-04b-lower-lobe-basal-medial_6.5um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,2318.0,2736.0,304.0,2175.0,3535.0,3762.0,,1915.5179790964814,2642.737299335714,3680.401438574396,-23.999674382839327,0.2591706729743206,-0.11874204406754887
LADAF-2020-27_lung_left_VOI-05-lower-lobe-basal_2.5um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,3438.0,1554.0,9658.0,2265.0,3285.0,7100.0,,2018.1860722033173,3000.6862593357973,6135.225571705007,-24.599749580243966,0.09968106056279055,-0.16222762059075066
LADAF-2020-27_lung_left_VOI-05-upper-lobe-apical_6.5um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,2658.0,2556.0,7610.0,2961.0,2614.0,2326.0,,2604.4691576829614,1726.7591479689486,351.6344011433587,-24.19988580530538,0.2591702710242375,-0.22273183425054113
LADAF-2020-27_lung_left_VOI-06-lower-lobe-basal_2.45um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,1461.0,1676.0,66.0,2173.0,2753.0,6862.0,,2039.0383242820835,2584.0002913316375,6853.384822181857,-2.799829214927388,0.09768745726470415,-0.2411869804765239
LADAF-2020-27_lung_left_VOI-06-lower-lobe-basal_6.05um_bm05,LADAF-2020-27_lung_left_complete-organ_25.08um_bm05,1689.0,1907.0,4414.0,2162.0,2775.0,6828.0,,1767.3777384511768,2304.0100366281936,5756.583391119505,-1.6004248928431077,0.24122739120392628,-0.18095070045917633
LADAF-2020-27_spleen_central-column_1.29um_bm05,LADAF-2020-27_spleen_complete-organ_25.08um_bm05,1824.0,1296.0,2760.0,1026.0,1335.0,548.0,,933.3984395585187,1267.3488342319704,405.53657079063635,-0.30002735514589357,0.05143542165286007,-0.03698504076038279
LADAF-2020-27_spleen_central-column_6.05um_bm05,LADAF-2020-27_spleen_complete-organ_25.08um_bm05,777.0,1681.0,975.0,783.0,1309.0,503.0,,591.91885982748,904.6451409654093,267.36821596160434,0.500032197661116,0.24122821725215254,-0.3298760811547713
LADAF-2020-31_brain_cerebellum-occipital_6.05um_bm05,LADAF-2020-31_brain_complete-organ_25.08um_bm05,1894.0,2142.0,1270.0,2054.0,2712.0,930.0,,1597.9145408607394,2196.481617968372,622.2354511609486,0.10023858775897536,0.2412285036260233,-0.11354129919791603
LADAF-2020-31_brain_cerebellum_2.45um_bm05,LADAF-2020-31_brain_complete-organ_25.08um_bm05,2078.0,2530.0,942.0,2064.0,2437.0,684.0,,1857.5001636711102,2195.1936839080745,590.40087651634,1.2002135868131214,0.0976873553094522,-0.15150988444716101
LADAF-2020-31_brain_frontal_2.45um_bm05,LADAF-2020-31_brain_complete-organ_25.08um_bm05,3004.0,1324.0,264.0,2943.0,2219.0,5454.0,,2655.0149055007973,2080.9878555664436,5427.145104964328,-1.5997541356060212,0.09768748108851574,-0.13277839226131347
LADAF-2020-31_brain_hippocampus_2.45um_bm05,LADAF-2020-31_brain_complete-organ_25.08um_bm05,1084.0,3108.0,6116.0,3852.0,2105.0,3310.0,,3744.647212922214,1801.1225090914268,2711.0471941068986,0.20008306913931156,0.09768735671581703,-0.10937798364232927
LADAF-2020-31_brain_hippocampus_6.05um_bm05,LADAF-2020-31_brain_complete-organ_25.08um_bm05,1514.0,2410.0,412.0,3763.0,2219.0,2564.0,,3396.564312333679,1640.792699722187,2462.2353270314256,0.09981408007598334,0.2412287267394448,-0.06546101758679033
LADAF-2020-31_heart_ROI-01_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-01_6.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-02_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-02_6.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-03_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-03_6.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-04_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-04_6.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-05_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-05_6.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-06_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-06_6.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_heart_ROI-07_6.36um_bm18,LADAF-2020-31_heart_complete-organ_19.89um_bm18,,,,,,,,,,,,,
LADAF-2020-31_heart_VOI-1.2_2.5um_bm05,LADAF-2020-31_heart_complete-organ_25.17um_bm05,,,,,,,,,,,,,
LADAF-2020-31_kidney_lateral-transect_2.5um_bm05,LADAF-2020-31_kidney_complete-organ_25.0um_bm05,,,,,,,,,,,,,
LADAF-2021-17_brain_ROI-02_6.54um_bm18,LADAF-2021-17_brain_complete-organ_23.42um_bm18,2566.0,1327.0,3250.0,2654.0,4798.0,2400.0,VOI flipped along y-axis,,,,,,
LADAF-2021-17_brain_ROI-13_6.36um_bm18,LADAF-2021-17_brain_complete-organ_23.42um_bm18,2082.0,2582.0,5038.0,3304.0,2897.0,4460.0,VOI flipped along y-axis,,,,,,
LADAF-2021-17_brain_VOI-02.1_2.256um_bm18,LADAF-2021-17_brain_complete-organ_23.42um_bm18,,,,,,,VOI flipped along y-axis,,,,,,
LADAF-2021-17_brain_VOI-13.1_2.256um_bm18,LADAF-2021-17_brain_complete-organ_23.42um_bm18,1973.0,1631.0,4310.0,3372.0,4025.0,4716.0,VOI flipped along y-axis,,,,,,
LADAF-2021-17_heart_ROI-01_6.36um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1121.0,2067.0,4337.0,3687.0,2834.0,1874.0,,3974.093931178756,2140.4449496612183,483.87328045524134,-51.00022667062407,0.3204030079236352,-0.31221181024296446
LADAF-2021-17_heart_ROI-01_6.5um_bm05,LADAF-2021-17_heart_complete-organ_25.08um_bm05,3055.0,1445.0,12100.0,3863.0,1944.0,5090.0,,3053.639723587547,1610.9225204939141,1953.4190892617914,2.9000687564549446,0.2591709085067626,-0.22503373172984473
LADAF-2021-17_heart_ROI-02_6.36um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1330.0,1906.0,3816.0,4404.0,5352.0,3490.0,,4546.257237447779,4621.530202754772,2266.384806163413,-45.79969122831545,0.32040339298337084,-0.1301070744528874
LADAF-2021-17_heart_ROI-02_6.5um_bm05,LADAF-2021-17_heart_complete-organ_25.08um_bm05,2617.0,1667.0,4564.0,2859.0,2889.0,4553.0,,2172.985766207824,2472.6079970770766,3372.3504794445334,0.9996969981004458,0.25917184128180976,-0.2663414911173564
LADAF-2021-17_heart_ROI-03_6.36um_bm18,LADAF-2021-17_heart_complete-organ_25.08um_bm05,1839.0,2492.0,2477.0,4032.0,2294.0,2493.0,,3249.291442795554,2246.6437743125866,1865.206317566279,50.000003859181405,0.25358901448745863,-0.16449374483805781
LADAF-2021-17_heart_ROI-03_6.5um_bm05,LADAF-2021-17_heart_complete-organ_25.08um_bm05,1203.0,1649.0,4140.0,1916.0,1924.0,4440.0,,1586.7827010190556,1511.5257041008463,3365.4313896419576,2.3999767935515113,0.2591704906744203,-0.24951273044478617
LADAF-2021-17_heart_ROI-04_6.36um_bm18,LADAF-2021-17_heart_complete-organ_25.08um_bm05,1465.0,3149.0,2635.0,2553.0,2546.0,2539.0,,1707.88284875821,2294.3911491374524,1871.615892159561,48.5997594079048,0.2535877510644462,-0.25729116824908543
LADAF-2021-17_heart_ROI-05_6.36um_bm18,LADAF-2021-17_heart_complete-organ_25.08um_bm05,2048.0,592.0,4871.0,1926.0,3499.0,4261.0,,1461.0661467902848,3772.1118452325036,3028.719533126721,46.40003796833386,0.25358881808035927,-0.4934583166730102
LADAF-2021-17_heart_ROI-06_6.36um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,2373.0,1192.0,5972.0,5128.0,5192.0,6294.0,,4878.109847145376,4377.594264871103,4376.172604013098,-45.899028687347496,0.32040256102430326,-0.300515645704875
LADAF-2021-17_heart_ROI-07_6.36um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1435.0,2006.0,9202.0,3580.0,3644.0,7680.0,,3733.708747049123,2870.5318232227396,4730.355773055129,-46.799991493036345,0.32040300093185226,-0.3416320815335723
LADAF-2021-17_heart_ROI-1.1_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1676.0,2095.0,6024.0,4101.0,2795.0,1736.0,,4171.004374215233,2498.5837989813185,1050.7778240249268,-51.79992756117379,0.1136524303685021,-0.23148069363579893
LADAF-2021-17_heart_ROI-1.2_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,2044.0,1132.0,1864.0,4004.0,2930.0,1264.0,,3974.0937511529314,2665.9006323052577,1051.9858901847388,-53.69971255921062,0.11365208515300813,-0.06646434025841247
LADAF-2021-17_heart_ROI-3.1_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,2328.0,1316.0,3974.0,3898.0,5366.0,3944.0,,3848.126787431292,5068.87602394965,3492.0693772592895,-50.89984103938802,0.11365215270715123,-0.5745985462752027
LADAF-2021-17_heart_ROI-4.1_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,2094.0,1692.0,4332.0,4467.0,3463.0,4376.0,,4466.018872144566,3157.425975051609,3883.520786245652,-50.49959229605428,0.11365245887351785,-0.6656505449464194
LADAF-2021-17_heart_ROI-4.2_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1337.0,814.0,4173.0,4281.0,3515.0,4358.0,,4255.394481615316,3339.148837593792,3883.471676283932,-49.69993996357461,0.11365264441691326,-0.3435504604017319
LADAF-2021-17_heart_ROI-4.3_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1566.0,1690.0,2688.0,4008.0,3769.0,4192.0,,4046.3826595835976,3511.2811117538868,3884.0422583699906,-51.40024190220465,0.11365183481608036,-0.3705313537266325
LADAF-2021-17_heart_ROI-5.1_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,2016.0,1856.0,7808.0,2141.0,3181.0,5172.0,,2171.868811521884,2874.1639615837794,4282.897639525739,-52.60030350624798,0.11365275102768475,-0.19655338738059175
LADAF-2021-17_heart_ROI-7.1_2.256um_bm18,LADAF-2021-17_heart_complete-organ_19.85um_bm18,1349.0,998.0,17000.0,3939.0,3760.0,7026.0,,3928.343407477321,3571.1408363084734,5093.248773803768,-49.799907863946416,0.11365272393187391,-0.14185747944639385
LADAF-2021-17_kidney_left_VOI-01.1_2.6um_bm05,LADAF-2021-17_kidney_left_complete-organ_25.14um_bm05,2214.0,1840.0,2694.0,2016.0,1097.0,810.0,,1797.1481147177144,895.3853009702624,530.5639116706436,-2.3995876686430666,0.10342087140241413,-0.018816825646556474
